SECTION,ROW,VALUES
Scenario458,yield_b,21.7152
Scenario459,prob,0.002
Scenario459,yield_w,2.1678
Scenario459,yield_c,3.3988
Scenario459,yield_b,25.8039
Scenario460,prob,0.002
Scenario460,yield_w,1.7813
Scenario460,yield_c,3.3134
Scenario460,yield_b,23.0293
Scenario461,prob,0.002
Scenario461,yield_w,3.6788
Scenario461,yield_c,3.4499
Scenario461,yield_b,19.3769
Scenario462,prob,0.002
Scenario462,yield_w,2.5212
Scenario462,yield_c,3.9304
Scenario462,yield_b,14.4907
Scenario463,prob,0.002
Scenario463,yield_w,2.0802
Scenario463,yield_c,3.1376
Scenario463,yield_b,19.0594
Scenario464,prob,0.002
Scenario464,yield_w,2.6284
Scenario464,yield_c,3.4963
Scenario464,yield_b,16.1727
Scenario465,prob,0.002
Scenario465,yield_w,2.4326
Scenario465,yield_c,2.9372
Scenario465,yield_b,17.3876
Scenario466,prob,0.002
Scenario466,yield_w,2.3674
Scenario466,yield_c,4.0081
Scenario466,yield_b,22.6486
Scenario467,prob,0.002
Scenario467,yield_w,2.8685
Scenario467,yield_c,2.5265
Scenario467,yield_b,27.5146
Scenario468,prob,0.002
Scenario468,yield_w,2.9545
Scenario468,yield_c,4.2607
Scenario468,yield_b,21.776
Scenario469,prob,0.002
Scenario469,yield_w,2.1817
Scenario469,yield_c,2.9719
Scenario469,yield_b,14.6185
Scenario470,prob,0.002
Scenario470,yield_w,2.1545
Scenario470,yield_c,1.9985
Scenario470,yield_b,22.0007
Scenario471,prob,0.002
Scenario471,yield_w,2.335
Scenario471,yield_c,3.0897
Scenario471,yield_b,25.3848
Scenario472,prob,0.002
Scenario472,yield_w,1.1188
Scenario472,yield_c,2.5233
Scenario472,yield_b,17.256
Scenario473,prob,0.002
Scenario473,yield_w,1.5909
Scenario473,yield_c,3.5885
Scenario473,yield_b,19.3969
Scenario474,prob,0.002
Scenario474,yield_w,3.3201
Scenario474,yield_c,2.5432
Scenario474,yield_b,20.0661
Scenario475,prob,0.002
Scenario475,yield_w,3.487
Scenario475,yield_c,2.6877
Scenario475,yield_b,16.468
Scenario476,prob,0.002
Scenario476,yield_w,2.3506
Scenario476,yield_c,1.6773
Scenario476,yield_b,22.9173
Scenario477,prob,0.002
Scenario477,yield_w,2.8459
Scenario477,yield_c,2.6834
Scenario477,yield_b,19.4557
Scenario478,prob,0.002
Scenario478,yield_w,2.6868
Scenario478,yield_c,1.3033
Scenario478,yield_b,21.8879
Scenario479,prob,0.002
Scenario479,yield_w,4.3473
Scenario479,yield_c,1.8913
Scenario479,yield_b,16.0063
Scenario480,prob,0.002
Scenario480,yield_w,3.1717
Scenario480,yield_c,3.5323
Scenario480,yield_b,18.0314
Scenario481,prob,0.002
Scenario481,yield_w,2.4232
Scenario481,yield_c,3.5501
Scenario481,yield_b,23.2507
Scenario482,prob,0.002
Scenario482,yield_w,1.9267
Scenario482,yield_c,3.2978
Scenario482,yield_b,18.3223
Scenario483,prob,0.002
Scenario483,yield_w,1.5361
Scenario483,yield_c,2.3231
Scenario483,yield_b,27.7713
Scenario484,prob,0.002
Scenario484,yield_w,2.6221
Scenario484,yield_c,2.9666
Scenario484,yield_b,18.2016
Scenario485,prob,0.002
Scenario485,yield_w,2.0462
Scenario485,yield_c,2.9975
Scenario485,yield_b,21.0111
Scenario486,prob,0.002
Scenario486,yield_w,1.6466
Scenario486,yield_c,2.1891
Scenario486,yield_b,24.1967
Scenario487,prob,0.002
Scenario487,yield_w,2.1121
Scenario487,yield_c,4.0524
Scenario487,yield_b,13.6174
Scenario488,prob,0.002
Scenario488,yield_w,1.8511
Scenario488,yield_c,3.6142
Scenario488,yield_b,12.0764
Scenario489,prob,0.002
Scenario489,yield_w,3.5123
Scenario489,yield_c,2.8453
Scenario489,yield_b,13.1345
Scenario490,prob,0.002
Scenario490,yield_w,3.029
Scenario490,yield_c,3.0188
Scenario490,yield_b,25.6816
Scenario491,prob,0.002
Scenario491,yield_w,2.4952
Scenario491,yield_c,3.1459
Scenario491,yield_b,17.5166
Scenario492,prob,0.002
Scenario492,yield_w,3.388
Scenario492,yield_c,1.5708
Scenario492,yield_b,31.5119
Scenario493,prob,0.002
Scenario493,yield_w,2.5464
Scenario493,yield_c,2.827
Scenario493,yield_b,17.4609
Scenario494,prob,0.002
Scenario494,yield_w,1.9832
Scenario494,yield_c,2.5226
Scenario494,yield_b,20.8305
Scenario495,prob,0.002
Scenario495,yield_w,3.4139
Scenario495,yield_c,2.2989
Scenario495,yield_b,26.9395
Scenario496,prob,0.002
Scenario496,yield_w,2.8233
Scenario496,yield_c,2.8032
Scenario496,yield_b,29.0274
Scenario497,prob,0.002
Scenario497,yield_w,1.8777
Scenario497,yield_c,4.2584
Scenario497,yield_b,29.2768
Scenario498,prob,0.002
Scenario498,yield_w,2.3858
Scenario498,yield_c,3.4486
Scenario498,yield_b,25.4376
Scenario499,prob,0.002
Scenario499,yield_w,1.9746
Scenario499,yield_c,2.6002
Scenario499,yield_b,24.6083
Scenario500,prob,0.002
Scenario500,yield_w,1.6703
Scenario500,yield_c,3.4008
Scenario500,yield_b,22.6664
